"id_zona_pnl";"cdmunibge";"nome_zona";"cdmunmdic";"idvisum_mr";"nmmr_pnl";"ufpnl";"regiao";"pais";"continente";"longitude";"latitude"
1;3509106;Caiuá;3409106;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.986637;-21.801456
2;3511003;Castilho;3411003;489;Andradina;SP;Sudeste;Brasil;America do Sul;-51.57025;-20.89761
3;3514403;Dracena;3414403;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.58405;-21.556711
4;3515301;Estrela do Norte;3415301;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.66907;-22.485611
5;3515350;Euclides da Cunha Paulista;3415350;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-52.588604;-22.518967
6;3528700;Marabá Paulista;3428700;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-52.056587;-22.127697
7;3530201;Mirante do Paranapanema;3430201;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.997967;-22.349245
8;3531605;Monte Castelo;3431605;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.571365;-21.254858
9;3532207;Narandiba;3432207;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.52168;-22.563711
10;3533106;Nova Guataporanga;3433106;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.645447;-21.322363
11;3534807;Ouro Verde;3434807;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.737846;-21.510412
12;3535408;Panorama;3435408;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.858067;-21.463308
13;3536406;Paulicéia;3436406;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.79072;-21.198343
14;3538303;Piquerobi;3438303;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.731567;-21.852669
15;3541208;Presidente Bernardes;3441208;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.620342;-22.107273
16;3541307;Presidente Epitácio;3441307;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-52.17492;-21.910658
17;3541505;Presidente Venceslau;3441505;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.838337;-21.793013
18;3543238;Ribeirão dos Índios;3443238;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.58328;-21.78427
19;3544251;Rosana;3444251;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-52.836903;-22.489145
20;3545506;Sandovalina;3445506;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.842133;-22.477861
21;3547106;Santa Mercedes;3447106;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.737133;-21.316776
22;3547700;Santo Anastácio;3447700;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.72252;-22.037657
23;3549300;São João do Pau d'Alho;3449300;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.673046;-21.22345
24;3553906;Tarabai;3453906;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-51.62578;-22.357975
25;3554300;Teodoro Sampaio;3454300;535;Presidente Prudente;SP;Sudeste;Brasil;America do Sul;-52.374035;-22.416607
26;3555109;Tupi Paulista;3455109;507;Dracena;SP;Sudeste;Brasil;America do Sul;-51.5872;-21.390396
27;4200101;Abelardo Luz;4200101;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.255936;-26.562315
28;4200507;Águas de Chapecó;4200507;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.95671;-27.054409
29;4200556;Águas Frias;4200556;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.85271;-26.851866
30;4200754;Alto Bela Vista;4200754;459;Concordia;SC;Sul;Brasil;America do Sul;-51.925804;-27.421408
31;4200804;Anchieta;4200804;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.332306;-26.532558
32;4201273;Arabutã;4201273;459;Concordia;SC;Sul;Brasil;America do Sul;-52.18124;-27.140884
33;4201653;Arvoredo;4201653;459;Concordia;SC;Sul;Brasil;America do Sul;-52.442234;-27.070957
34;4202081;Bandeirante;4202081;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.648193;-26.768606
35;4202099;Barra Bonita;4202099;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.424572;-26.667816
36;4202156;Belmonte;4202156;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.617924;-26.85662
37;4202537;Bom Jesus;4202537;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.390755;-26.739904
38;4202578;Bom Jesus do Oeste;4202578;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.0952;-26.683378
39;4203105;Caibi;4203105;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.26317;-27.024294
40;4203501;Campo Erê;4203501;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.13004;-26.450293
41;4203907;Capinzal;4203907;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.631016;-27.412018
42;4204004;Catanduvas;4204004;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.696804;-27.045536
43;4204103;Caxambu do Sul;4204103;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.92014;-27.146734
44;4204202;Chapecó;4204202;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.650322;-27.124975
45;4204301;Concórdia;4204301;459;Concordia;SC;Sul;Brasil;America do Sul;-52.00728;-27.239105
46;4204350;Cordilheira Alta;4204350;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.641438;-26.975693
47;4204400;Coronel Freitas;4204400;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.725323;-26.883291
48;4204459;Coronel Martins;4204459;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.671886;-26.534674
49;4204707;Cunha Porã;4204707;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.19079;-26.87844
50;4204756;Cunhataí;4204756;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.100914;-26.974682
51;4204905;Descanso;4204905;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.479305;-26.858267
52;4205001;Dionísio Cerqueira;4205001;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.53287;-26.329792
53;4205175;Entre Rios;4205175;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.578545;-26.739601
54;4205308;Faxinal dos Guedes;4205308;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.244293;-26.846601
55;4205357;Flor do Sertão;4205357;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.33718;-26.763075
56;4205431;Formosa do Sul;4205431;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.79395;-26.633932
57;4205605;Galvão;4205605;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.65859;-26.449444
58;4206405;Guaraciaba;4206405;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.570717;-26.58001
59;4206603;Guarujá do Sul;4206603;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.48344;-26.398207
60;4206652;Guatambú;4206652;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.783516;-27.11664
61;4207601;Ipira;4207601;459;Concordia;SC;Sul;Brasil;America do Sul;-51.79899;-27.371073
62;4207650;Iporã do Oeste;4207650;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.489616;-27.00016
63;4207684;Ipuaçu;4207684;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.476192;-26.678806
64;4207700;Ipumirim;4207700;459;Concordia;SC;Sul;Brasil;America do Sul;-52.152863;-27.040163
65;4207759;Iraceminha;4207759;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.324474;-26.844358
66;4207809;Irani;4207809;459;Concordia;SC;Sul;Brasil;America do Sul;-51.917927;-27.025188
67;4207858;Irati;4207858;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.890205;-26.627613
68;4208005;Itá;4208005;459;Concordia;SC;Sul;Brasil;America do Sul;-52.332108;-27.244093
69;4208401;Itapiranga;4208401;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.711372;-27.11213
70;4208609;Jaborá;4208609;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.772655;-27.141493
71;4208955;Jardinópolis;4208955;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.87165;-26.717617
72;4209003;Joaçaba;4209003;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.593163;-27.152018
73;4209177;Jupiá;4209177;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.720886;-26.394104
74;4209201;Lacerdópolis;4209201;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.59045;-27.250856
75;4209458;Lajeado Grande;4209458;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.552223;-26.854767
76;4209854;Lindóia do Sul;4209854;459;Concordia;SC;Sul;Brasil;America do Sul;-52.052124;-27.031313
77;4210035;Luzerna;4210035;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.50629;-27.090364
78;4210506;Maravilha;4210506;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.1984;-26.759857
79;4210555;Marema;4210555;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.630253;-26.812414
80;4210902;Modelo;4210902;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.051533;-26.775114
81;4211009;Mondaí;4211009;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.446377;-27.09879
82;4211405;Nova Erechim;4211405;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.906673;-26.90809
83;4211454;Nova Itaberaba;4211454;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.833233;-26.961403
84;4211652;Novo Horizonte;4211652;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.796207;-26.49441
85;4211801;Ouro;4211801;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.681866;-27.283821
86;4211850;Ouro Verde;4211850;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.27901;-26.711563
87;4211876;Paial;4211876;459;Concordia;SC;Sul;Brasil;America do Sul;-52.487923;-27.21316
88;4212007;Palma Sola;4212007;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.314293;-26.373575
89;4212106;Palmitos;4212106;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.17978;-27.092186
90;4212239;Paraíso;4212239;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.67798;-26.662363
91;4212270;Passos Maia;4212270;473;Xanxere;SC;Sul;Brasil;America do Sul;-51.9605;-26.705788
92;4212601;Peritiba;4212601;459;Concordia;SC;Sul;Brasil;America do Sul;-51.874832;-27.350962
93;4212908;Pinhalzinho;4212908;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.976646;-26.829315
94;4213104;Piratuba;4213104;459;Concordia;SC;Sul;Brasil;America do Sul;-51.772892;-27.461224
95;4213153;Planalto Alegre;4213153;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.869106;-27.05228
96;4213401;Ponte Serrada;4213401;473;Xanxere;SC;Sul;Brasil;America do Sul;-51.928333;-26.861732
97;4213906;Presidente Castello Branco;4213906;459;Concordia;SC;Sul;Brasil;America do Sul;-51.78109;-27.233448
98;4214151;Princesa;4214151;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.611412;-26.432823
99;4214201;Quilombo;4214201;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.718864;-26.729239
100;4215075;Riqueza;4215075;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.34467;-26.977386
101;4215208;Romelândia;4215208;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.31708;-26.648197
102;4215356;Saltinho;4215356;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.02255;-26.590536
103;4215554;Santa Helena;4215554;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.61963;-26.921156
104;4215687;Santa Terezinha do Progresso;4215687;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.16997;-26.592419
105;4215695;Santiago do Sul;4215695;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.697678;-26.630836
106;4215752;São Bernardino;4215752;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.987446;-26.487875
107;4216008;São Carlos;4216008;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.031353;-27.030275
108;4216107;São Domingos;4216107;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.5544;-26.539291
109;4216255;São João do Oeste;4216255;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.591873;-27.091408
110;4216701;São José do Cedro;4216701;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.53355;-26.480824
111;4216909;SAO LOURENCO DO OESTE;4216909;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.87248;-26.462568
112;4217154;São Miguel da Boa Vista;4217154;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.239525;-26.688677
113;4217204;São Miguel do Oeste;4217204;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.51205;-26.726997
114;4217303;Saudades;4217303;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.039917;-26.897234
115;4217501;Seara;4217501;459;Concordia;SC;Sul;Brasil;America do Sul;-52.340275;-27.1476
116;4217550;Serra Alta;4217550;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.02538;-26.69368
117;4217758;Sul Brasil;4217758;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.94684;-26.695333
118;4217956;Tigrinhos;4217956;458;Chapeco;SC;Sul;Brasil;America do Sul;-53.156666;-26.675938
119;4218756;Tunápolis;4218756;469;Sao Miguel do Oeste;SC;Sul;Brasil;America do Sul;-53.649315;-26.98745
120;4218855;União do Oeste;4218855;458;Chapeco;SC;Sul;Brasil;America do Sul;-52.856388;-26.78697
121;4219101;Vargeão;4219101;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.12419;-26.778013
122;4219176;Vargem Bonita;4219176;465;Joacaba;SC;Sul;Brasil;America do Sul;-51.75609;-26.945597
123;4219507;Xanxerê;4219507;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.409775;-26.872335
124;4219606;Xavantina;4219606;459;Concordia;SC;Sul;Brasil;America do Sul;-52.3226;-27.02121
125;4219705;Xaxim;4219705;473;Xanxere;SC;Sul;Brasil;America do Sul;-52.52934;-26.970112
126;4219853;Zortéa;4219853;461;Curitibanos;SC;Sul;Brasil;America do Sul;-51.535717;-27.477127
127;4300034;Aceguá;4300034;422;Campanha Meridional;RS;Sul;Brasil;America do Sul;-54.138992;-31.690952
128;4300059;Água Santa;4300059;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.051327;-28.214369
129;4300109;Agudo;4300109;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.226635;-29.608381
130;4300208;Ajuricaba;4300208;432;Ijui;RS;Sul;Brasil;America do Sul;-53.737236;-28.210243
131;4300307;Alecrim;4300307;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.783165;-27.651672
132;4300406;Alegrete;4300406;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-55.83555;-29.764109
133;4300455;Alegria;4300455;432;Ijui;RS;Sul;Brasil;America do Sul;-54.056282;-27.814075
134;4300471;Almirante Tamandaré do Sul;4300471;424;Carazinho;RS;Sul;Brasil;America do Sul;-52.907475;-28.13049
135;4300505;Alpestre;4300505;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.06317;-27.216963
136;4300554;Alto Alegre;4300554;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-52.98884;-28.804773
137;4300638;Amaral Ferrador;4300638;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-52.31754;-30.810488
138;4300646;Ametista do Sul;4300646;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.192505;-27.365324
139;4300703;Anta Gorda;4300703;431;Guapore;RS;Sul;Brasil;America do Sul;-51.99501;-28.970644
140;4300851;Arambaré;4300851;420;Camaqua;RS;Sul;Brasil;America do Sul;-51.57851;-30.919226
141;4300901;Aratiba;4300901;428;Erechim;RS;Sul;Brasil;America do Sul;-52.30252;-27.387487
142;4301008;Arroio do Meio;4301008;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.965084;-29.362427
143;4301073;Arroio do Padre;4301073;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.397842;-31.440748
144;4301107;Arroio dos Ratos;4301107;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-51.751923;-30.193172
145;4301206;Arroio do Tigre;4301206;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-53.052605;-29.259083
146;4301305;Arroio Grande;4301305;433;Jaguarao;RS;Sul;Brasil;America do Sul;-52.919376;-32.189514
147;4301404;Arvorezinha;4301404;431;Guapore;RS;Sul;Brasil;America do Sul;-52.186245;-28.8642
148;4301503;Augusto Pestana;4301503;432;Ijui;RS;Sul;Brasil;America do Sul;-54.006783;-28.53436
149;4301552;Áurea;4301552;428;Erechim;RS;Sul;Brasil;America do Sul;-52.076633;-27.708736
150;4301602;Bagé;4301602;422;Campanha Meridional;RS;Sul;Brasil;America do Sul;-54.016758;-31.236725
151;4301701;Barão de Cotegipe;4301701;428;Erechim;RS;Sul;Brasil;America do Sul;-52.417248;-27.567703
152;4301750;Barão do Triunfo;4301750;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-51.798447;-30.417454
153;4301859;Barra do Guarita;4301859;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.763416;-27.205572
154;4301875;Barra do Quaraí;4301875;423;Campanha Ocidental;RS;Sul;Brasil;America do Sul;-57.335464;-30.151562
155;4301925;Barra do Rio Azul;4301925;428;Erechim;RS;Sul;Brasil;America do Sul;-52.406895;-27.403128
156;4301958;Barra Funda;4301958;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.01655;-27.921978
157;4302006;Barros Cassal;4302006;451;Soledade;RS;Sul;Brasil;America do Sul;-52.588818;-29.113455
158;4302055;Benjamin Constant do Sul;4302055;428;Erechim;RS;Sul;Brasil;America do Sul;-52.64256;-27.484892
159;4302154;Boa Vista das Missões;4302154;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.341503;-27.701836
160;4302204;Boa Vista do Buricá;4302204;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.09956;-27.675186
161;4302220;Boa Vista do Cadeado;4302220;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.8375;-28.656479
162;4302238;Boa Vista do Incra;4302238;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.46152;-28.865715
163;4302253;Boa Vista do Sul;4302253;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.67253;-29.351315
164;4302378;Bom Progresso;4302378;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.84893;-27.545473
165;4302402;Bom Retiro do Sul;4302402;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.922493;-29.637753
166;4302451;Boqueirão do Leão;4302451;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.4141;-29.305628
167;4302501;Bossoroca;4302501;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.971313;-28.6618
168;4302584;Bozano;4302584;432;Ijui;RS;Sul;Brasil;America do Sul;-53.75164;-28.354914
169;4302600;Braga;4302600;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.743034;-27.580116
170;4302659;Brochier;4302659;436;Montenegro;RS;Sul;Brasil;America do Sul;-51.622284;-29.53709
171;4302709;Butiá;4302709;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-52.000393;-30.182299
172;4302808;Caçapava do Sul;4302808;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.47794;-30.593424
173;4302907;Cacequi;4302907;445;Santa Maria;RS;Sul;Brasil;America do Sul;-54.802372;-29.92054
174;4303004;Cachoeira do Sul;4303004;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.986385;-30.20624
175;4303202;Cacique Doble;4303202;443;Sananduva;RS;Sul;Brasil;America do Sul;-51.67676;-27.81413
176;4303301;Caibaté;4303301;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.655163;-28.335375
177;4303400;Caiçara;4303400;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.46639;-27.246647
178;4303509;Camaquã;4303509;420;Camaqua;RS;Sul;Brasil;America do Sul;-51.788647;-30.922644
179;4303558;Camargo;4303558;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.221256;-28.616396
180;4303707;Campina das Missões;4303707;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.83396;-27.963251
181;4303806;Campinas do Sul;4303806;428;Erechim;RS;Sul;Brasil;America do Sul;-52.65746;-27.73626
182;4304002;Campo Novo;4304002;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.82416;-27.668339
183;4304101;Campos Borges;4304101;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.057617;-28.905573
184;4304200;Candelária;4304200;444;Santa Cruz do Sul;RS;Sul;Brasil;America do Sul;-52.81315;-29.70051
185;4304309;Cândido Godói;4304309;446;Santa Rosa;RS;Sul;Brasil;America do Sul;-54.719772;-27.93373
186;4304358;Candiota;4304358;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-53.745758;-31.554497
187;4304507;Canguçu;4304507;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.66961;-31.217491
188;4304614;Canudos do Vale;4304614;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.233944;-29.327106
189;4304655;Capão do Cipó;4304655;447;Santiago;RS;Sul;Brasil;America do Sul;-54.582127;-28.959583
190;4304663;Capão do Leão;4304663;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.53817;-31.833658
191;4304697;Capitão;4304697;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.98432;-29.2832
192;4304705;Carazinho;4304705;424;Carazinho;RS;Sul;Brasil;America do Sul;-52.864056;-28.278223
193;4304853;Carlos Gomes;4304853;428;Erechim;RS;Sul;Brasil;America do Sul;-51.92976;-27.70432
194;4304903;Casca;4304903;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.96728;-28.594355
195;4304952;Caseiros;4304952;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.736973;-28.248466
196;4305009;Catuípe;4305009;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.034412;-28.168734
197;4305116;Centenário;4305116;428;Erechim;RS;Sul;Brasil;America do Sul;-52.00311;-27.775879
198;4305124;Cerrito;4305124;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.79599;-31.729712
199;4305132;Cerro Branco;4305132;419;Cachoeira do Sul;RS;Sul;Brasil;America do Sul;-52.995426;-29.627525
200;4305157;Cerro Grande;4305157;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.16309;-27.62855
201;4305173;Cerro Grande do Sul;4305173;420;Camaqua;RS;Sul;Brasil;America do Sul;-51.760246;-30.583948
202;4305207;Cerro Largo;4305207;426;Cerro Largo;RS;Sul;Brasil;America do Sul;-54.739166;-28.131786
203;4305306;Chapada;4305306;424;Carazinho;RS;Sul;Brasil;America do Sul;-53.115105;-28.096941
204;4305355;Charqueadas;4305355;449;Sao Jeronimo;RS;Sul;Brasil;America do Sul;-51.5565;-29.990746
205;4305371;Charrua;4305371;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.0002;-27.945177
206;4305405;Chiapetta;4305405;432;Ijui;RS;Sul;Brasil;America do Sul;-53.90962;-27.986986
207;4305439;Chuí;4305439;435;Litoral Lagunar;RS;Sul;Brasil;America do Sul;-53.41286;-33.65277
208;4305447;Chuvisca;4305447;420;Camaqua;RS;Sul;Brasil;America do Sul;-52.004765;-30.781982
209;4305504;Ciríaco;4305504;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.9175;-28.346294
210;4305587;Colinas;4305587;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.86831;-29.392817
211;4305603;Colorado;4305603;437;Nao-Me-Toque;RS;Sul;Brasil;America do Sul;-52.99131;-28.47275
212;4305702;Condor;4305702;432;Ijui;RS;Sul;Brasil;America do Sul;-53.49398;-28.165785
213;4305801;Constantina;4305801;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.99018;-27.68913
214;4305835;Coqueiro Baixo;4305835;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.126186;-29.16833
215;4305850;Coqueiros do Sul;4305850;424;Carazinho;RS;Sul;Brasil;America do Sul;-52.75834;-28.13204
216;4305871;Coronel Barros;4305871;432;Ijui;RS;Sul;Brasil;America do Sul;-54.060204;-28.404373
217;4305900;Coronel Bicaco;4305900;432;Ijui;RS;Sul;Brasil;America do Sul;-53.645954;-27.798405
218;4305934;Coronel Pilar;4305934;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.720474;-29.262712
219;4305959;Cotiporã;4305959;425;Caxias do Sul;RS;Sul;Brasil;America do Sul;-51.68936;-28.995125
220;4305975;Coxilha;4305975;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-52.3321;-28.122017
221;4306007;Crissiumal;4306007;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.136333;-27.487507
222;4306056;Cristal;4306056;440;Pelotas;RS;Sul;Brasil;America do Sul;-52.03026;-31.009089
223;4306072;Cristal do Sul;4306072;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.248486;-27.432232
224;4306106;Cruz Alta;4306106;427;Cruz Alta;RS;Sul;Brasil;America do Sul;-53.56241;-28.703224
225;4306130;Cruzaltense;4306130;428;Erechim;RS;Sul;Brasil;America do Sul;-52.644016;-27.62734
226;4306205;Cruzeiro do Sul;4306205;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-52.033573;-29.541325
227;4306304;David Canabarro;4306304;439;Passo Fundo;RS;Sul;Brasil;America do Sul;-51.812252;-28.416456
228;4306320;Derrubadas;4306320;452;Tres Passos;RS;Sul;Brasil;America do Sul;-53.893402;-27.240341
229;4306353;Dezesseis de Novembro;4306353;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-55.079395;-28.20496
230;4306379;Dilermando de Aguiar;4306379;445;Santa Maria;RS;Sul;Brasil;America do Sul;-54.163246;-29.813892
231;4306429;Dois Irmãos das Missões;4306429;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-53.495667;-27.676584
232;4306452;Dois Lajeados;4306452;431;Guapore;RS;Sul;Brasil;America do Sul;-51.843075;-28.976631
233;4306502;Dom Feliciano;4306502;420;Camaqua;RS;Sul;Brasil;America do Sul;-52.201496;-30.60452
234;4306601;Dom Pedrito;4306601;422;Campanha Meridional;RS;Sul;Brasil;America do Sul;-54.66486;-31.057238
235;4306700;Dona Francisca;4306700;442;Restinga Seca;RS;Sul;Brasil;America do Sul;-53.34644;-29.560661
236;4306734;Doutor Maurício Cardoso;4306734;452;Tres Passos;RS;Sul;Brasil;America do Sul;-54.366962;-27.487032
237;4306759;Doutor Ricardo;4306759;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.97658;-29.092499
238;4306809;Encantado;4306809;434;Lajeado-Estrela;RS;Sul;Brasil;America do Sul;-51.92166;-29.213371
239;4306908;Encruzilhada do Sul;4306908;450;Serras de Sudeste;RS;Sul;Brasil;America do Sul;-52.672237;-30.630028
240;4306924;Engenho Velho;4306924;429;Frederico Westphalen;RS;Sul;Brasil;America do Sul;-52.90873;-27.684772
241;4306932;Entre Ijuís;4306932;448;Santo Angelo;RS;Sul;Brasil;America do Sul;-54.30187;-28.460344
